"","study","sample","experiment","run","ftp"
"2764","SRP079058","SRS1574391","SRX1964835","SRR3935543","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935543/SRR3935543.sra"
"2765","SRP079058","SRS1575919","SRX1966364","SRR3937072","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937072/SRR3937072.sra"
"2766","SRP079058","SRS1575795","SRX1966240","SRR3936948","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936948/SRR3936948.sra"
"2767","SRP079058","SRS1574122","SRX1964566","SRR3935274","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935274/SRR3935274.sra"
"2768","SRP079058","SRS1576218","SRX1966659","SRR3937367","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937367/SRR3937367.sra"
"2769","SRP079058","SRS1576209","SRX1966655","SRR3937363","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937363/SRR3937363.sra"
"2770","SRP079058","SRS1575358","SRX1965803","SRR3936511","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936511/SRR3936511.sra"
"2771","SRP079058","SRS1573605","SRX1964048","SRR3934756","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934756/SRR3934756.sra"
"2772","SRP079058","SRS1573371","SRX1963815","SRR3934523","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934523/SRR3934523.sra"
"2773","SRP079058","SRS1575428","SRX1965872","SRR3936580","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936580/SRR3936580.sra"
"2774","SRP079058","SRS1575619","SRX1966065","SRR3936773","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936773/SRR3936773.sra"
"2775","SRP079058","SRS1573438","SRX1963882","SRR3934590","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934590/SRR3934590.sra"
"2776","SRP079058","SRS1573439","SRX1963883","SRR3934591","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934591/SRR3934591.sra"
"2777","SRP079058","SRS1574212","SRX1964655","SRR3935363","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935363/SRR3935363.sra"
"2778","SRP079058","SRS1574206","SRX1964649","SRR3935357","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935357/SRR3935357.sra"
"2779","SRP079058","SRS1576401","SRX1966845","SRR3937553","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937553/SRR3937553.sra"
"2780","SRP079058","SRS1576138","SRX1966583","SRR3937291","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937291/SRR3937291.sra"
"2781","SRP079058","SRS1573243","SRX1963687","SRR3934395","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934395/SRR3934395.sra"
"2782","SRP079058","SRS1573965","SRX1964409","SRR3935117","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935117/SRR3935117.sra"
"2783","SRP079058","SRS1573964","SRX1964408","SRR3935116","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935116/SRR3935116.sra"
"2784","SRP079058","SRS1574325","SRX1964770","SRR3935478","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935478/SRR3935478.sra"
"2785","SRP079058","SRS1576137","SRX1966582","SRR3937290","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937290/SRR3937290.sra"
"2786","SRP079058","SRS1575052","SRX1965498","SRR3936206","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936206/SRR3936206.sra"
"2787","SRP079058","SRS1576520","SRX1966962","SRR3937670","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937670/SRR3937670.sra"
"2788","SRP079058","SRS1574480","SRX1964923","SRR3935631","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935631/SRR3935631.sra"
"2789","SRP079058","SRS1574378","SRX1964822","SRR3935530","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935530/SRR3935530.sra"
"2790","SRP079058","SRS1576743","SRX1967186","SRR3937894","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937894/SRR3937894.sra"
"2791","SRP079058","SRS1576552","SRX1966995","SRR3937703","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937703/SRR3937703.sra"
"2792","SRP079058","SRS1573842","SRX1964282","SRR3934990","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934990/SRR3934990.sra"
"2793","SRP079058","SRS1576741","SRX1967183","SRR3937891","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937891/SRR3937891.sra"
"2794","SRP079058","SRS1575772","SRX1966215","SRR3936923","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936923/SRR3936923.sra"
"2795","SRP079058","SRS1573630","SRX1964074","SRR3934782","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934782/SRR3934782.sra"
"2796","SRP079058","SRS1576562","SRX1967004","SRR3937712","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937712/SRR3937712.sra"
"2797","SRP079058","SRS1576096","SRX1966540","SRR3937248","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937248/SRR3937248.sra"
"2798","SRP079058","SRS1576013","SRX1966457","SRR3937165","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937165/SRR3937165.sra"
"2799","SRP079058","SRS1574907","SRX1965350","SRR3936058","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936058/SRR3936058.sra"
"2800","SRP079058","SRS1576566","SRX1967009","SRR3937717","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937717/SRR3937717.sra"
"2801","SRP079058","SRS1575082","SRX1965527","SRR3936235","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936235/SRR3936235.sra"
"2802","SRP079058","SRS1575095","SRX1965538","SRR3936246","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936246/SRR3936246.sra"
"2803","SRP079058","SRS1575773","SRX1966216","SRR3936924","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936924/SRR3936924.sra"
"2804","SRP079058","SRS1574677","SRX1965121","SRR3935829","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935829/SRR3935829.sra"
"2805","SRP079058","SRS1575838","SRX1966282","SRR3936990","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936990/SRR3936990.sra"
"2806","SRP079058","SRS1573887","SRX1964331","SRR3935039","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935039/SRR3935039.sra"
"2807","SRP079058","SRS1573896","SRX1964339","SRR3935047","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935047/SRR3935047.sra"
"2808","SRP079058","SRS1575205","SRX1965650","SRR3936358","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936358/SRR3936358.sra"
"2809","SRP079058","SRS1576541","SRX1966986","SRR3937694","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937694/SRR3937694.sra"
"2810","SRP079058","SRS1574827","SRX1965272","SRR3935980","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935980/SRR3935980.sra"
"2811","SRP079058","SRS1574980","SRX1965424","SRR3936132","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936132/SRR3936132.sra"
"2812","SRP079058","SRS1576211","SRX1966656","SRR3937364","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937364/SRR3937364.sra"
"2813","SRP079058","SRS1576072","SRX1966515","SRR3937223","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937223/SRR3937223.sra"
"2814","SRP079058","SRS1573864","SRX1964309","SRR3935017","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935017/SRR3935017.sra"
"2815","SRP079058","SRS1573615","SRX1964059","SRR3934767","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934767/SRR3934767.sra"
"2816","SRP079058","SRS1574948","SRX1965392","SRR3936100","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936100/SRR3936100.sra"
"2817","SRP079058","SRS1574607","SRX1965051","SRR3935759","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935759/SRR3935759.sra"
"2818","SRP079058","SRS1575682","SRX1966126","SRR3936834","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936834/SRR3936834.sra"
"2819","SRP079058","SRS1574487","SRX1964930","SRR3935638","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935638/SRR3935638.sra"
"2820","SRP079058","SRS1573395","SRX1963839","SRR3934547","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934547/SRR3934547.sra"
"2821","SRP079058","SRS1574844","SRX1965288","SRR3935996","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935996/SRR3935996.sra"
"2822","SRP079058","SRS1574714","SRX1965158","SRR3935866","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935866/SRR3935866.sra"
"2823","SRP079058","SRS1573285","SRX1963729","SRR3934437","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934437/SRR3934437.sra"
"2824","SRP079058","SRS1574839","SRX1965283","SRR3935991","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935991/SRR3935991.sra"
"2825","SRP079058","SRS1575555","SRX1965999","SRR3936707","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936707/SRR3936707.sra"
"2826","SRP079058","SRS1573279","SRX1963723","SRR3934431","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934431/SRR3934431.sra"
"2827","SRP079058","SRS1575540","SRX1965984","SRR3936692","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936692/SRR3936692.sra"
"2828","SRP079058","SRS1573941","SRX1964386","SRR3935094","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935094/SRR3935094.sra"
"2829","SRP079058","SRS1574292","SRX1964736","SRR3935444","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935444/SRR3935444.sra"
"2830","SRP079058","SRS1575431","SRX1965876","SRR3936584","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936584/SRR3936584.sra"
"2831","SRP079058","SRS1576471","SRX1966912","SRR3937620","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937620/SRR3937620.sra"
"2832","SRP079058","SRS1575081","SRX1965524","SRR3936232","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936232/SRR3936232.sra"
"2833","SRP079058","SRS1575073","SRX1965518","SRR3936226","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936226/SRR3936226.sra"
"2834","SRP079058","SRS1575443","SRX1965886","SRR3936594","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936594/SRR3936594.sra"
"2835","SRP079058","SRS1573910","SRX1964354","SRR3935062","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935062/SRR3935062.sra"
"2836","SRP079058","SRS1575734","SRX1966178","SRR3936886","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936886/SRR3936886.sra"
"2837","SRP079058","SRS1573572","SRX1964017","SRR3934725","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934725/SRR3934725.sra"
"2838","SRP079058","SRS1575084","SRX1965522","SRR3936230","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936230/SRR3936230.sra"
"2839","SRP079058","SRS1575083","SRX1965528","SRR3936236","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936236/SRR3936236.sra"
"2840","SRP079058","SRS1574901","SRX1965345","SRR3936053","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936053/SRR3936053.sra"
"2841","SRP079058","SRS1574900","SRX1965344","SRR3936052","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936052/SRR3936052.sra"
"2842","SRP079058","SRS1574893","SRX1965337","SRR3936045","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936045/SRR3936045.sra"
"2843","SRP079058","SRS1575435","SRX1965880","SRR3936588","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936588/SRR3936588.sra"
"2844","SRP079058","SRS1574681","SRX1965125","SRR3935833","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935833/SRR3935833.sra"
"2845","SRP079058","SRS1574703","SRX1965147","SRR3935855","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935855/SRR3935855.sra"
"2846","SRP079058","SRS1575784","SRX1966230","SRR3936938","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936938/SRR3936938.sra"
"2847","SRP079058","SRS1574819","SRX1965262","SRR3935970","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935970/SRR3935970.sra"
"2848","SRP079058","SRS1575360","SRX1965804","SRR3936512","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936512/SRR3936512.sra"
"2849","SRP079058","SRS1576071","SRX1966516","SRR3937224","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937224/SRR3937224.sra"
"2850","SRP079058","SRS1576070","SRX1966514","SRR3937222","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937222/SRR3937222.sra"
"2851","SRP079058","SRS1575070","SRX1965514","SRR3936222","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936222/SRR3936222.sra"
"2852","SRP079058","SRS1573746","SRX1964191","SRR3934899","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934899/SRR3934899.sra"
"2853","SRP079058","SRS1576542","SRX1966985","SRR3937693","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937693/SRR3937693.sra"
"2854","SRP079058","SRS1576588","SRX1967031","SRR3937739","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937739/SRR3937739.sra"
"2855","SRP079058","SRS1575845","SRX1966289","SRR3936997","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936997/SRR3936997.sra"
"2856","SRP079058","SRS1576587","SRX1967026","SRR3937734","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937734/SRR3937734.sra"
"2857","SRP079058","SRS1573523","SRX1963967","SRR3934675","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934675/SRR3934675.sra"
"2858","SRP079058","SRS1576206","SRX1966650","SRR3937358","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937358/SRR3937358.sra"
"2859","SRP079058","SRS1576584","SRX1967025","SRR3937733","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937733/SRR3937733.sra"
"2860","SRP079058","SRS1576577","SRX1967020","SRR3937728","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937728/SRR3937728.sra"
"2861","SRP079058","SRS1573299","SRX1963742","SRR3934450","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934450/SRR3934450.sra"
"2862","SRP079058","SRS1573198","SRX1963642","SRR3934350","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934350/SRR3934350.sra"
"2863","SRP079058","SRS1574401","SRX1964845","SRR3935553","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935553/SRR3935553.sra"
"2864","SRP079058","SRS1576470","SRX1966916","SRR3937624","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937624/SRR3937624.sra"
"2865","SRP079058","SRS1575370","SRX1965814","SRR3936522","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936522/SRR3936522.sra"
"2866","SRP079058","SRS1575117","SRX1965559","SRR3936267","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936267/SRR3936267.sra"
"2867","SRP079058","SRS1576475","SRX1966919","SRR3937627","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937627/SRR3937627.sra"
"2868","SRP079058","SRS1573571","SRX1964015","SRR3934723","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934723/SRR3934723.sra"
"2869","SRP079058","SRS1574334","SRX1964777","SRR3935485","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935485/SRR3935485.sra"
"2870","SRP079058","SRS1574418","SRX1964862","SRR3935570","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935570/SRR3935570.sra"
"2871","SRP079058","SRS1576154","SRX1966598","SRR3937306","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937306/SRR3937306.sra"
"2872","SRP079058","SRS1576594","SRX1967033","SRR3937741","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937741/SRR3937741.sra"
"2873","SRP079058","SRS1575472","SRX1965916","SRR3936624","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936624/SRR3936624.sra"
"2874","SRP079058","SRS1573904","SRX1964348","SRR3935056","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935056/SRR3935056.sra"
"2875","SRP079058","SRS1573839","SRX1964283","SRR3934991","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934991/SRR3934991.sra"
"2876","SRP079058","SRS1576028","SRX1966472","SRR3937180","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937180/SRR3937180.sra"
"2877","SRP079058","SRS1576565","SRX1967008","SRR3937716","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937716/SRR3937716.sra"
"2878","SRP079058","SRS1575003","SRX1965447","SRR3936155","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936155/SRR3936155.sra"
"2879","SRP079058","SRS1573902","SRX1964346","SRR3935054","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935054/SRR3935054.sra"
"2880","SRP079058","SRS1575432","SRX1965873","SRR3936581","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936581/SRR3936581.sra"
"2881","SRP079058","SRS1575439","SRX1965883","SRR3936591","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936591/SRR3936591.sra"
"2882","SRP079058","SRS1575434","SRX1965878","SRR3936586","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936586/SRR3936586.sra"
"2883","SRP079058","SRS1573574","SRX1964018","SRR3934726","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934726/SRR3934726.sra"
"2884","SRP079058","SRS1573594","SRX1964039","SRR3934747","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934747/SRR3934747.sra"
"2885","SRP079058","SRS1574393","SRX1964837","SRR3935545","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935545/SRR3935545.sra"
"2886","SRP079058","SRS1574389","SRX1964833","SRR3935541","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935541/SRR3935541.sra"
"2887","SRP079058","SRS1573884","SRX1964328","SRR3935036","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935036/SRR3935036.sra"
"2888","SRP079058","SRS1573992","SRX1964436","SRR3935144","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935144/SRR3935144.sra"
"2889","SRP079058","SRS1575060","SRX1965504","SRR3936212","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936212/SRR3936212.sra"
"2890","SRP079058","SRS1573744","SRX1964188","SRR3934896","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934896/SRR3934896.sra"
"2891","SRP079058","SRS1576210","SRX1966653","SRR3937361","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937361/SRR3937361.sra"
"2892","SRP079058","SRS1574743","SRX1965188","SRR3935896","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935896/SRR3935896.sra"
"2893","SRP079058","SRS1573899","SRX1964343","SRR3935051","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935051/SRR3935051.sra"
"2894","SRP079058","SRS1575214","SRX1965659","SRR3936367","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936367/SRR3936367.sra"
"2895","SRP079058","SRS1573812","SRX1964256","SRR3934964","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934964/SRR3934964.sra"
"2896","SRP079058","SRS1576040","SRX1966484","SRR3937192","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937192/SRR3937192.sra"
"2897","SRP079058","SRS1576727","SRX1967170","SRR3937878","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937878/SRR3937878.sra"
