"","study","sample","experiment","run","ftp"
"136","SRP079058","SRS1575877","SRX1966321","SRR3937029","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937029/SRR3937029.sra"
"137","SRP079058","SRS1575883","SRX1966328","SRR3937036","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937036/SRR3937036.sra"
"138","SRP079058","SRS1574433","SRX1964877","SRR3935585","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935585/SRR3935585.sra"
"139","SRP079058","SRS1573342","SRX1963786","SRR3934494","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934494/SRR3934494.sra"
"140","SRP079058","SRS1575392","SRX1965836","SRR3936544","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936544/SRR3936544.sra"
"141","SRP079058","SRS1574440","SRX1964883","SRR3935591","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935591/SRR3935591.sra"
"142","SRP079058","SRS1575495","SRX1965939","SRR3936647","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936647/SRR3936647.sra"
"143","SRP079058","SRS1575881","SRX1966322","SRR3937030","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937030/SRR3937030.sra"
"144","SRP079058","SRS1574178","SRX1964624","SRR3935332","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935332/SRR3935332.sra"
"145","SRP079058","SRS1575169","SRX1965613","SRR3936321","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936321/SRR3936321.sra"
"146","SRP079058","SRS1576335","SRX1966780","SRR3937488","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937488/SRR3937488.sra"
"147","SRP079058","SRS1576263","SRX1966710","SRR3937418","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937418/SRR3937418.sra"
"148","SRP079058","SRS1574304","SRX1964748","SRR3935456","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935456/SRR3935456.sra"
"149","SRP079058","SRS1576336","SRX1966782","SRR3937490","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937490/SRR3937490.sra"
"150","SRP079058","SRS1576339","SRX1966786","SRR3937494","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937494/SRR3937494.sra"
"151","SRP079058","SRS1575389","SRX1965833","SRR3936541","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936541/SRR3936541.sra"
"152","SRP079058","SRS1574084","SRX1964528","SRR3935236","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935236/SRR3935236.sra"
"153","SRP079058","SRS1573798","SRX1964242","SRR3934950","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934950/SRR3934950.sra"
"154","SRP079058","SRS1573228","SRX1963672","SRR3934380","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934380/SRR3934380.sra"
"155","SRP079058","SRS1576258","SRX1966701","SRR3937409","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937409/SRR3937409.sra"
"156","SRP079058","SRS1576285","SRX1966729","SRR3937437","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937437/SRR3937437.sra"
"157","SRP079058","SRS1576645","SRX1967084","SRR3937792","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937792/SRR3937792.sra"
"158","SRP079058","SRS1573702","SRX1964146","SRR3934854","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934854/SRR3934854.sra"
"159","SRP079058","SRS1573728","SRX1964172","SRR3934880","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934880/SRR3934880.sra"
"160","SRP079058","SRS1574771","SRX1965215","SRR3935923","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935923/SRR3935923.sra"
"161","SRP079058","SRS1575171","SRX1965615","SRR3936323","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936323/SRR3936323.sra"
"162","SRP079058","SRS1576639","SRX1967080","SRR3937788","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937788/SRR3937788.sra"
"163","SRP079058","SRS1574082","SRX1964526","SRR3935234","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935234/SRR3935234.sra"
"164","SRP079058","SRS1576266","SRX1966706","SRR3937414","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937414/SRR3937414.sra"
"165","SRP079058","SRS1574081","SRX1964524","SRR3935232","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935232/SRR3935232.sra"
"166","SRP079058","SRS1573225","SRX1963669","SRR3934377","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934377/SRR3934377.sra"
"167","SRP079058","SRS1573340","SRX1963784","SRR3934492","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934492/SRR3934492.sra"
"168","SRP079058","SRS1575512","SRX1965956","SRR3936664","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936664/SRR3936664.sra"
"169","SRP079058","SRS1574436","SRX1964879","SRR3935587","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935587/SRR3935587.sra"
"170","SRP079058","SRS1576254","SRX1966693","SRR3937401","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937401/SRR3937401.sra"
"171","SRP079058","SRS1575498","SRX1965942","SRR3936650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936650/SRR3936650.sra"
"172","SRP079058","SRS1575253","SRX1965698","SRR3936406","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936406/SRR3936406.sra"
"173","SRP079058","SRS1575166","SRX1965610","SRR3936318","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936318/SRR3936318.sra"
"174","SRP079058","SRS1573349","SRX1963793","SRR3934501","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934501/SRR3934501.sra"
"175","SRP079058","SRS1575245","SRX1965689","SRR3936397","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936397/SRR3936397.sra"
"176","SRP079058","SRS1573322","SRX1963766","SRR3934474","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934474/SRR3934474.sra"
"177","SRP079058","SRS1576500","SRX1966943","SRR3937651","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937651/SRR3937651.sra"
"178","SRP079058","SRS1574083","SRX1964527","SRR3935235","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935235/SRR3935235.sra"
"179","SRP079058","SRS1575508","SRX1965951","SRR3936659","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936659/SRR3936659.sra"
"180","SRP079058","SRS1573700","SRX1964144","SRR3934852","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934852/SRR3934852.sra"
"181","SRP079058","SRS1574313","SRX1964758","SRR3935466","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935466/SRR3935466.sra"
"182","SRP079058","SRS1573337","SRX1963781","SRR3934489","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934489/SRR3934489.sra"
"183","SRP079058","SRS1575267","SRX1965710","SRR3936418","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936418/SRR3936418.sra"
"184","SRP079058","SRS1573227","SRX1963671","SRR3934379","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934379/SRR3934379.sra"
"185","SRP079058","SRS1574790","SRX1965234","SRR3935942","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935942/SRR3935942.sra"
"186","SRP079058","SRS1576501","SRX1966944","SRR3937652","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937652/SRR3937652.sra"
"187","SRP079058","SRS1574177","SRX1964621","SRR3935329","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935329/SRR3935329.sra"
"188","SRP079058","SRS1574093","SRX1964538","SRR3935246","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935246/SRR3935246.sra"
"189","SRP079058","SRS1573350","SRX1963794","SRR3934502","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934502/SRR3934502.sra"
"190","SRP079058","SRS1575157","SRX1965602","SRR3936310","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936310/SRR3936310.sra"
"191","SRP079058","SRS1575591","SRX1966035","SRR3936743","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936743/SRR3936743.sra"
"192","SRP079058","SRS1574788","SRX1965231","SRR3935939","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935939/SRR3935939.sra"
"193","SRP079058","SRS1575509","SRX1965954","SRR3936662","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936662/SRR3936662.sra"
"194","SRP079058","SRS1573792","SRX1964236","SRR3934944","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934944/SRR3934944.sra"
"195","SRP079058","SRS1575878","SRX1966324","SRR3937032","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937032/SRR3937032.sra"
"196","SRP079058","SRS1574782","SRX1965226","SRR3935934","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935934/SRR3935934.sra"
"197","SRP079058","SRS1573336","SRX1963780","SRR3934488","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934488/SRR3934488.sra"
"198","SRP079058","SRS1574774","SRX1965217","SRR3935925","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935925/SRR3935925.sra"
"199","SRP079058","SRS1573339","SRX1963783","SRR3934491","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934491/SRR3934491.sra"
"200","SRP079058","SRS1575163","SRX1965608","SRR3936316","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936316/SRR3936316.sra"
"201","SRP079058","SRS1576271","SRX1966711","SRR3937419","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937419/SRR3937419.sra"
"202","SRP079058","SRS1574296","SRX1964739","SRR3935447","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935447/SRR3935447.sra"
"203","SRP079058","SRS1576344","SRX1966784","SRR3937492","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937492/SRR3937492.sra"
"204","SRP079058","SRS1575154","SRX1965595","SRR3936303","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936303/SRR3936303.sra"
"205","SRP079058","SRS1574500","SRX1964944","SRR3935652","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935652/SRR3935652.sra"
"206","SRP079058","SRS1573226","SRX1963670","SRR3934378","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934378/SRR3934378.sra"
"207","SRP079058","SRS1576509","SRX1966949","SRR3937657","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937657/SRR3937657.sra"
"208","SRP079058","SRS1576366","SRX1966809","SRR3937517","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937517/SRR3937517.sra"
"209","SRP079058","SRS1575507","SRX1965953","SRR3936661","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936661/SRR3936661.sra"
"210","SRP079058","SRS1574783","SRX1965227","SRR3935935","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935935/SRR3935935.sra"
"211","SRP079058","SRS1575500","SRX1965944","SRR3936652","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936652/SRR3936652.sra"
"212","SRP079058","SRS1574179","SRX1964622","SRR3935330","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935330/SRR3935330.sra"
"213","SRP079058","SRS1576277","SRX1966716","SRR3937424","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937424/SRR3937424.sra"
"214","SRP079058","SRS1574773","SRX1965219","SRR3935927","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935927/SRR3935927.sra"
"215","SRP079058","SRS1574089","SRX1964533","SRR3935241","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935241/SRR3935241.sra"
"216","SRP079058","SRS1576282","SRX1966728","SRR3937436","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937436/SRR3937436.sra"
"217","SRP079058","SRS1575251","SRX1965695","SRR3936403","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936403/SRR3936403.sra"
"218","SRP079058","SRS1576268","SRX1966709","SRR3937417","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937417/SRR3937417.sra"
"219","SRP079058","SRS1574322","SRX1964766","SRR3935474","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935474/SRR3935474.sra"
"220","SRP079058","SRS1576353","SRX1966800","SRR3937508","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937508/SRR3937508.sra"
"221","SRP079058","SRS1575880","SRX1966325","SRR3937033","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937033/SRR3937033.sra"
"222","SRP079058","SRS1573223","SRX1963667","SRR3934375","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934375/SRR3934375.sra"
"223","SRP079058","SRS1573791","SRX1964235","SRR3934943","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934943/SRR3934943.sra"
"224","SRP079058","SRS1574317","SRX1964760","SRR3935468","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935468/SRR3935468.sra"
"225","SRP079058","SRS1576352","SRX1966799","SRR3937507","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937507/SRR3937507.sra"
"226","SRP079058","SRS1576349","SRX1966794","SRR3937502","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937502/SRR3937502.sra"
"227","SRP079058","SRS1575490","SRX1965934","SRR3936642","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936642/SRR3936642.sra"
"228","SRP079058","SRS1575147","SRX1965591","SRR3936299","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936299/SRR3936299.sra"
"229","SRP079058","SRS1576264","SRX1966705","SRR3937413","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937413/SRR3937413.sra"
"230","SRP079058","SRS1576262","SRX1966707","SRR3937415","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937415/SRR3937415.sra"
"231","SRP079058","SRS1576613","SRX1967056","SRR3937764","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937764/SRR3937764.sra"
"232","SRP079058","SRS1575160","SRX1965605","SRR3936313","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936313/SRR3936313.sra"
"233","SRP079058","SRS1574785","SRX1965229","SRR3935937","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935937/SRR3935937.sra"
"234","SRP079058","SRS1576626","SRX1967070","SRR3937778","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937778/SRR3937778.sra"
"235","SRP079058","SRS1575255","SRX1965699","SRR3936407","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936407/SRR3936407.sra"
"236","SRP079058","SRS1575870","SRX1966314","SRR3937022","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937022/SRR3937022.sra"
"237","SRP079058","SRS1575256","SRX1965701","SRR3936409","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936409/SRR3936409.sra"
"238","SRP079058","SRS1574318","SRX1964764","SRR3935472","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935472/SRR3935472.sra"
"239","SRP079058","SRS1575269","SRX1965713","SRR3936421","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936421/SRR3936421.sra"
"240","SRP079058","SRS1575152","SRX1965598","SRR3936306","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936306/SRR3936306.sra"
"241","SRP079058","SRS1575241","SRX1965685","SRR3936393","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936393/SRR3936393.sra"
"242","SRP079058","SRS1576341","SRX1966787","SRR3937495","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937495/SRR3937495.sra"
"243","SRP079058","SRS1573328","SRX1963772","SRR3934480","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934480/SRR3934480.sra"
"244","SRP079058","SRS1575162","SRX1965607","SRR3936315","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936315/SRR3936315.sra"
"245","SRP079058","SRS1573708","SRX1964152","SRR3934860","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934860/SRR3934860.sra"
"246","SRP079058","SRS1575254","SRX1965697","SRR3936405","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936405/SRR3936405.sra"
"247","SRP079058","SRS1575863","SRX1966309","SRR3937017","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937017/SRR3937017.sra"
"248","SRP079058","SRS1575893","SRX1966336","SRR3937044","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937044/SRR3937044.sra"
"249","SRP079058","SRS1576623","SRX1967066","SRR3937774","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937774/SRR3937774.sra"
"250","SRP079058","SRS1576498","SRX1966942","SRR3937650","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937650/SRR3937650.sra"
"251","SRP079058","SRS1575142","SRX1965586","SRR3936294","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936294/SRR3936294.sra"
"252","SRP079058","SRS1576504","SRX1966947","SRR3937655","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937655/SRR3937655.sra"
"253","SRP079058","SRS1574779","SRX1965225","SRR3935933","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935933/SRR3935933.sra"
"254","SRP079058","SRS1575501","SRX1965945","SRR3936653","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936653/SRR3936653.sra"
"255","SRP079058","SRS1575497","SRX1965941","SRR3936649","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936649/SRR3936649.sra"
"256","SRP079058","SRS1573359","SRX1963803","SRR3934511","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934511/SRR3934511.sra"
"257","SRP079058","SRS1575013","SRX1965457","SRR3936165","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936165/SRR3936165.sra"
"258","SRP079058","SRS1576265","SRX1966713","SRR3937421","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937421/SRR3937421.sra"
"259","SRP079058","SRS1576257","SRX1966704","SRR3937412","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937412/SRR3937412.sra"
"260","SRP079058","SRS1574432","SRX1964876","SRR3935584","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935584/SRR3935584.sra"
"261","SRP079058","SRS1574781","SRX1965221","SRR3935929","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935929/SRR3935929.sra"
"262","SRP079058","SRS1575912","SRX1966357","SRR3937065","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937065/SRR3937065.sra"
"263","SRP079058","SRS1573338","SRX1963782","SRR3934490","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934490/SRR3934490.sra"
"264","SRP079058","SRS1575897","SRX1966340","SRR3937048","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937048/SRR3937048.sra"
"265","SRP079058","SRS1573334","SRX1963778","SRR3934486","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934486/SRR3934486.sra"
"266","SRP079058","SRS1576630","SRX1967074","SRR3937782","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3937782/SRR3937782.sra"
"267","SRP079058","SRS1573348","SRX1963792","SRR3934500","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3934500/SRR3934500.sra"
"268","SRP079058","SRS1575159","SRX1965604","SRR3936312","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936312/SRR3936312.sra"
"269","SRP079058","SRS1575153","SRX1965594","SRR3936302","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3936302/SRR3936302.sra"
"270","SRP079058","SRS1574321","SRX1964767","SRR3935475","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR393/SRR3935475/SRR3935475.sra"
